Number,FileName,Value,Digits,Length,Width,Height,Box
376,376.png,51,"[5, 1]",2,221,83,"[73, 24, 92, 52]"
377,377.png,4,[4],1,118,59,"[43, 4, 81, 58]"
378,378.png,7,[7],1,99,54,"[39, 9, 63, 50]"
379,379.png,30,"[3, 0]",2,334,163,"[125, 27, 204, 132]"
380,380.png,29,"[2, 9]",2,33,14,"[8, 1, 20, 13]"
381,381.png,191,"[1, 9, 1]",3,156,65,"[65, 23, 94, 46]"
382,382.png,658,"[6, 5, 8]",3,84,35,"[29, 6, 50, 26]"
383,383.png,72,"[7, 2]",2,129,59,"[43, 4, 83, 52]"
384,384.png,355,"[3, 5, 5]",3,175,77,"[66, 19, 107, 52]"
385,385.png,261,"[2, 6, 1]",3,179,77,"[61, 14, 117, 59]"
386,386.png,42,"[4, 2]",2,144,69,"[51, 5, 93, 62]"
387,387.png,995,"[9, 9, 5]",3,244,119,"[86, 17, 191, 101]"
388,388.png,32,"[3, 2]",2,99,45,"[46, 2, 67, 37]"
389,389.png,4,[4],1,153,76,"[55, 1, 98, 67]"
390,390.png,50,"[5, 0]",2,83,40,"[30, 4, 56, 35]"
391,391.png,21,"[2, 1]",2,60,24,"[19, 2, 34, 21]"
392,392.png,59,"[5, 9]",2,122,56,"[39, 6, 81, 51]"
393,393.png,800,"[8, 0, 0]",3,203,78,"[69, 15, 136, 60]"
394,394.png,8,[8],1,93,61,"[55, 10, 71, 44]"
395,395.png,129,"[1, 2, 9]",3,383,120,"[98, 22, 301, 96]"
396,396.png,1798,"[1, 7, 9, 8]",4,85,27,"[24, 4, 63, 25]"
397,397.png,104,"[1, 0, 4]",3,133,53,"[44, 8, 92, 43]"
398,398.png,54,"[5, 4]",2,114,42,"[32, 4, 82, 36]"
399,399.png,62,"[6, 2]",2,283,125,"[82, 15, 193, 108]"
400,400.png,23,"[2, 3]",2,51,20,"[14, 1, 36, 20]"
401,401.png,116,"[1, 1, 6]",3,54,20,"[13, 1, 37, 17]"
402,402.png,4,[4],1,139,74,"[54, 9, 84, 63]"
403,403.png,165,"[1, 6, 5]",3,72,33,"[20, 2, 50, 29]"
404,404.png,398,"[3, 9, 8]",3,391,181,"[144, 24, 236, 122]"
405,405.png,55,"[5, 5]",2,391,159,"[208, 74, 260, 138]"
406,406.png,270,"[2, 7, 0]",3,139,55,"[47, 8, 91, 50]"
407,407.png,27,"[2, 7]",2,46,21,"[15, 1, 28, 19]"
408,408.png,17,"[1, 7]",2,445,145,"[216, 45, 244, 78]"
409,409.png,93,"[9, 3]",2,73,31,"[21, 2, 50, 29]"
410,410.png,65,"[6, 5]",2,259,118,"[92, 21, 171, 104]"
411,411.png,26,"[2, 6]",2,876,429,"[286, 64, 644, 362]"
412,412.png,1235,"[1, 2, 3, 5]",4,192,86,"[64, 13, 130, 74]"
413,413.png,13,"[1, 3]",2,66,31,"[20, 2, 44, 27]"
414,414.png,16,"[1, 6]",2,55,27,"[21, 4, 36, 24]"
415,415.png,127,"[1, 2, 7]",3,110,41,"[42, 10, 76, 31]"
416,416.png,52,"[5, 2]",2,197,81,"[66, 5, 124, 64]"
417,417.png,28,"[2, 8]",2,305,147,"[116, 34, 193, 111]"
418,418.png,56,"[5, 6]",2,112,52,"[42, 6, 72, 39]"
419,419.png,12,"[1, 2]",2,104,46,"[40, 3, 64, 38]"
420,420.png,1579,"[1, 5, 7, 9]",4,106,32,"[27, 3, 83, 26]"
421,421.png,264,"[2, 6, 4]",3,58,24,"[7, 1, 40, 22]"
422,422.png,90,"[9, 0]",2,64,26,"[22, 3, 41, 23]"
423,423.png,44,"[4, 4]",2,79,36,"[27, 7, 54, 32]"
424,424.png,9,[9],1,174,80,"[72, 12, 99, 55]"
425,425.png,17,"[1, 7]",2,237,115,"[92, 22, 149, 99]"
426,426.png,41,"[4, 1]",2,75,35,"[27, 5, 44, 30]"
427,427.png,35,"[3, 5]",2,168,74,"[49, 6, 117, 66]"
428,428.png,3,[3],1,133,97,"[73, 19, 104, 77]"
429,429.png,330,"[3, 3, 0]",3,155,62,"[56, 10, 105, 47]"
430,430.png,4,[4],1,530,233,"[178, 41, 374, 179]"
431,431.png,1,[1],1,193,73,"[51, 9, 78, 62]"
432,432.png,93,"[9, 3]",2,56,22,"[20, 6, 35, 19]"
433,433.png,12,"[1, 2]",2,91,42,"[35, 4, 60, 36]"
434,434.png,0,[0],1,124,48,"[59, 9, 75, 38]"
435,435.png,121,"[1, 2, 1]",3,75,35,"[25, 5, 51, 29]"
436,436.png,63,"[6, 3]",2,150,67,"[46, 4, 106, 58]"
437,437.png,37,"[3, 7]",2,58,28,"[24, 2, 40, 28]"
438,438.png,58,"[5, 8]",2,91,46,"[34, 5, 62, 39]"
439,439.png,67,"[6, 7]",2,153,70,"[54, 14, 99, 55]"
440,440.png,17,"[1, 7]",2,148,74,"[54, 10, 95, 62]"
441,441.png,192,"[1, 9, 2]",3,119,57,"[40, 10, 80, 49]"
442,442.png,1,[1],1,87,48,"[39, 9, 48, 44]"
443,443.png,78,"[7, 8]",2,44,19,"[16, 2, 28, 18]"
444,444.png,22,"[2, 2]",2,160,67,"[55, 8, 109, 57]"
445,445.png,10,"[1, 0]",2,101,46,"[32, 4, 70, 40]"
446,446.png,213,"[2, 1, 3]",3,89,33,"[22, 1, 68, 34]"
447,447.png,6,[6],1,117,64,"[46, 9, 71, 55]"
448,448.png,53,"[5, 3]",2,247,119,"[104, 38, 143, 89]"
449,449.png,30,"[3, 0]",2,100,43,"[32, 3, 62, 39]"
450,450.png,443,"[4, 4, 3]",3,260,131,"[98, 28, 176, 102]"
451,451.png,64,"[6, 4]",2,108,47,"[40, 5, 66, 35]"
452,452.png,445,"[4, 4, 5]",3,78,34,"[29, 8, 52, 26]"
453,453.png,52,"[5, 2]",2,172,76,"[59, 11, 116, 60]"
454,454.png,156,"[1, 5, 6]",3,222,98,"[88, 28, 136, 68]"
455,455.png,53,"[5, 3]",2,84,40,"[29, 1, 57, 38]"
456,456.png,23,"[2, 3]",2,118,60,"[43, 5, 76, 53]"
457,457.png,860,"[8, 6, 0]",3,383,140,"[100, 31, 192, 116]"
458,458.png,100,"[1, 0, 0]",3,69,28,"[25, 3, 47, 24]"
459,459.png,560,"[5, 6, 0]",3,170,64,"[43, 5, 123, 54]"
460,460.png,1,[1],1,77,45,"[31, 5, 46, 40]"
461,461.png,52,"[5, 2]",2,170,77,"[52, 8, 116, 74]"
462,462.png,54,"[5, 4]",2,55,24,"[18, 1, 37, 21]"
463,463.png,21,"[2, 1]",2,205,97,"[78, 16, 124, 76]"
464,464.png,50,"[5, 0]",2,87,36,"[33, 5, 56, 32]"
465,465.png,2731,"[2, 7, 3, 1]",4,49,17,"[12, 2, 37, 14]"
466,466.png,15,"[1, 5]",2,129,63,"[43, 1, 83, 59]"
467,467.png,35,"[3, 5]",2,273,129,"[89, 7, 192, 120]"
468,468.png,8,[8],1,72,38,"[28, 4, 47, 31]"
469,469.png,22,"[2, 2]",2,99,47,"[31, 5, 69, 44]"
470,470.png,21,"[2, 1]",2,130,64,"[56, 11, 79, 51]"
471,471.png,55,"[5, 5]",2,164,56,"[38, 1, 119, 49]"
472,472.png,39,"[3, 9]",2,52,24,"[18, 3, 33, 21]"
473,473.png,41,"[4, 1]",2,126,61,"[41, 9, 86, 58]"
474,474.png,2367,"[2, 3, 6, 7]",4,70,24,"[18, 4, 47, 19]"
475,475.png,106,"[1, 0, 6]",3,242,100,"[81, 18, 158, 79]"
476,476.png,1983,"[1, 9, 8, 3]",4,65,20,"[15, 2, 52, 18]"
477,477.png,3106,"[3, 1, 0, 6]",4,123,57,"[2, 7, 85, 63]"
478,478.png,32,"[3, 2]",2,34,16,"[12, 2, 23, 15]"
479,479.png,30,"[3, 0]",2,117,52,"[36, 1, 79, 44]"
480,480.png,286,"[2, 8, 6]",3,95,45,"[33, 4, 60, 36]"
481,481.png,583,"[5, 8, 3]",3,242,69,"[130, 17, 180, 49]"
482,482.png,1514,"[1, 5, 1, 4]",4,69,30,"[20, 3, 50, 27]"
483,483.png,25,"[2, 5]",2,60,28,"[20, 1, 39, 27]"
484,484.png,113,"[1, 1, 3]",3,95,40,"[26, 8, 64, 32]"
485,485.png,303,"[3, 0, 3]",3,198,106,"[39, 40, 67, 64]"
486,486.png,19,"[1, 9]",2,266,104,"[79, 26, 125, 72]"
487,487.png,4,[4],1,126,73,"[55, 18, 70, 48]"
488,488.png,97,"[9, 7]",2,236,110,"[91, 20, 146, 86]"
489,489.png,4,[4],1,54,23,"[16, 4, 28, 23]"
490,490.png,41,"[4, 1]",2,131,70,"[48, 6, 87, 66]"
491,491.png,2,[2],1,31,14,"[13, 1, 20, 14]"
492,492.png,3,[3],1,104,47,"[45, 12, 58, 37]"
493,493.png,6,[6],1,93,47,"[33, 5, 56, 40]"
494,494.png,138,"[1, 3, 8]",3,93,42,"[35, 8, 60, 37]"
495,495.png,37,"[3, 7]",2,171,68,"[49, 8, 116, 56]"
496,496.png,71,"[7, 1]",2,101,51,"[38, 5, 64, 42]"
497,497.png,410,"[4, 1, 0]",3,393,161,"[134, 86, 203, 129]"
498,498.png,11,"[1, 1]",2,104,54,"[34, 4, 66, 46]"
499,499.png,15,"[1, 5]",2,153,80,"[62, 13, 94, 68]"
500,500.png,660,"[6, 6, 0]",3,225,82,"[74, 19, 151, 64]"
501,501.png,58,"[5, 8]",2,204,79,"[84, 7, 122, 64]"
502,502.png,80,"[8, 0]",2,61,26,"[24, 3, 39, 22]"
503,503.png,192,"[1, 9, 2]",3,172,70,"[58, 12, 113, 54]"
504,504.png,98,"[9, 8]",2,142,66,"[58, 10, 94, 57]"
505,505.png,27,"[2, 7]",2,120,40,"[33, 5, 86, 40]"
506,506.png,370,"[3, 7, 0]",3,440,201,"[186, 35, 295, 110]"
507,507.png,8,[8],1,127,61,"[53, 12, 72, 47]"
508,508.png,1010,"[1, 0, 1, 0]",4,171,83,"[63, 15, 117, 66]"
509,509.png,284,"[2, 8, 4]",3,263,92,"[68, 12, 196, 75]"
510,510.png,77,"[7, 7]",2,73,33,"[28, 7, 46, 25]"
511,511.png,40,"[4, 0]",2,113,55,"[43, 9, 71, 48]"
512,512.png,46,"[4, 6]",2,151,67,"[44, 6, 106, 65]"
513,513.png,124,"[1, 2, 4]",3,79,35,"[27, 5, 51, 23]"
514,514.png,27,"[2, 7]",2,125,55,"[39, 5, 87, 47]"
515,515.png,33,"[3, 3]",2,307,146,"[125, 55, 194, 119]"
516,516.png,11,"[1, 1]",2,61,26,"[20, 2, 43, 23]"
517,517.png,11,"[1, 1]",2,74,41,"[28, 6, 47, 32]"
518,518.png,41,"[4, 1]",2,276,110,"[105, 23, 157, 91]"
519,519.png,10,"[1, 0]",2,60,27,"[18, 2, 39, 23]"
520,520.png,141,"[1, 4, 1]",3,64,24,"[14, 1, 49, 22]"
521,521.png,2,[2],1,138,69,"[59, 10, 85, 57]"
522,522.png,23,"[2, 3]",2,96,45,"[33, 8, 60, 37]"
523,523.png,2,[2],1,57,31,"[23, 5, 35, 27]"
524,524.png,6,[6],1,62,32,"[26, 6, 37, 28]"
525,525.png,63,"[6, 3]",2,62,25,"[20, 3, 39, 22]"
526,526.png,48,"[4, 8]",2,96,47,"[31, 10, 61, 40]"
527,527.png,38,"[3, 8]",2,46,21,"[13, 1, 30, 21]"
528,528.png,645,"[6, 4, 5]",3,197,84,"[69, 8, 131, 69]"
529,529.png,197,"[1, 9, 7]",3,72,33,"[23, 2, 48, 31]"
530,530.png,31,"[3, 1]",2,265,117,"[107, 18, 135, 46]"
531,531.png,4,[4],1,108,56,"[41, 5, 70, 52]"
532,532.png,2421,"[2, 4, 2, 1]",4,211,71,"[57, 8, 152, 63]"
533,533.png,33,"[3, 3]",2,148,64,"[44, 6, 104, 58]"
534,534.png,50,"[5, 0]",2,392,196,"[112, 43, 244, 155]"
535,535.png,51,"[5, 1]",2,65,31,"[24, 4, 41, 24]"
536,536.png,191,"[1, 9, 1]",3,58,20,"[17, 2, 35, 17]"
537,537.png,4,[4],1,57,32,"[22, 3, 33, 25]"
538,538.png,51,"[5, 1]",2,98,46,"[37, 6, 66, 37]"
539,539.png,117,"[1, 1, 7]",3,215,86,"[88, 22, 131, 58]"
540,540.png,10,"[1, 0]",2,99,44,"[40, 9, 60, 36]"
541,541.png,12,"[1, 2]",2,67,36,"[25, 3, 40, 31]"
542,542.png,7,[7],1,53,27,"[19, 2, 32, 24]"
543,543.png,316,"[3, 1, 6]",3,65,25,"[18, 1, 48, 24]"
544,544.png,164,"[1, 6, 4]",3,128,49,"[39, 7, 90, 39]"
545,545.png,17,"[1, 7]",2,181,86,"[68, 17, 112, 71]"
546,546.png,144,"[1, 4, 4]",3,284,100,"[94, 20, 189, 77]"
547,547.png,33,"[3, 3]",2,126,53,"[41, 7, 85, 41]"
548,548.png,30,"[3, 0]",2,126,53,"[45, 10, 85, 37]"
549,549.png,47,"[4, 7]",2,96,47,"[35, 1, 61, 39]"
550,550.png,31,"[3, 1]",2,96,47,"[35, 5, 52, 40]"
551,551.png,2,[2],1,237,112,"[110, 21, 135, 89]"
552,552.png,107,"[1, 0, 7]",3,325,126,"[96, 52, 136, 88]"
553,553.png,81,"[8, 1]",2,54,26,"[20, 3, 33, 24]"
554,554.png,6,[6],1,106,59,"[37, 10, 65, 53]"
555,555.png,135,"[1, 3, 5]",3,157,65,"[63, 17, 101, 50]"
556,556.png,27,"[2, 7]",2,72,45,"[2, 8, 32, 32]"
557,557.png,12,"[1, 2]",2,116,63,"[46, 24, 74, 62]"
558,558.png,4,[4],1,86,39,"[33, 8, 50, 33]"
559,559.png,26,"[2, 6]",2,86,41,"[29, 7, 56, 34]"
560,560.png,334,"[3, 3, 4]",3,145,58,"[46, 4, 99, 55]"
561,561.png,29,"[2, 9]",2,65,31,"[23, 3, 42, 27]"
562,562.png,122,"[1, 2, 2]",3,139,65,"[55, 15, 88, 55]"
563,563.png,61,"[6, 1]",2,63,28,"[22, 3, 36, 22]"
564,564.png,10,"[1, 0]",2,217,109,"[80, 11, 129, 82]"
565,565.png,5,[5],1,97,47,"[37, 13, 52, 41]"
566,566.png,23,"[2, 3]",2,64,27,"[21, 2, 44, 24]"
567,567.png,2334,"[2, 3, 3, 4]",4,52,14,"[15, 1, 43, 12]"
568,568.png,166,"[1, 6, 6]",3,122,48,"[45, 12, 77, 38]"
569,569.png,14,"[1, 4]",2,67,28,"[18, 4, 44, 25]"
570,570.png,36,"[3, 6]",2,175,78,"[51, 9, 120, 69]"
571,571.png,15,"[1, 5]",2,52,25,"[18, 1, 33, 22]"
572,572.png,31,"[3, 1]",2,52,25,"[19, 4, 34, 22]"
573,573.png,71,"[7, 1]",2,241,98,"[86, 39, 127, 80]"
574,574.png,121,"[1, 2, 1]",3,123,47,"[48, 13, 77, 35]"
575,575.png,39,"[3, 9]",2,45,20,"[16, 1, 27, 19]"
576,576.png,281,"[2, 8, 1]",3,109,45,"[32, 6, 77, 41]"
577,577.png,2,[2],1,63,14,"[16, 1, 23, 14]"
578,578.png,7,[7],1,92,39,"[29, 3, 43, 36]"
579,579.png,1554,"[1, 5, 5, 4]",4,74,24,"[22, 5, 54, 20]"
580,580.png,22,"[2, 2]",2,140,62,"[47, 4, 88, 54]"
581,581.png,14,"[1, 4]",2,44,20,"[15, 1, 28, 19]"
582,582.png,183,"[1, 8, 3]",3,93,35,"[43, 9, 66, 28]"
583,583.png,92,"[9, 2]",2,135,57,"[40, 9, 87, 46]"
584,584.png,2,[2],1,61,33,"[24, 1, 35, 29]"
585,585.png,28,"[2, 8]",2,281,138,"[113, 18, 189, 123]"
586,586.png,40,"[4, 0]",2,134,76,"[52, 11, 81, 62]"
587,587.png,7,[7],1,91,47,"[36, 8, 56, 41]"
588,588.png,9,[9],1,59,28,"[20, 1, 39, 28]"
589,589.png,79,"[7, 9]",2,74,34,"[27, 3, 47, 29]"
590,590.png,41,"[4, 1]",2,46,22,"[17, 4, 31, 19]"
591,591.png,43,"[4, 3]",2,135,86,"[17, 18, 56, 68]"
592,592.png,46,"[4, 6]",2,87,41,"[30, 3, 58, 37]"
593,593.png,2,[2],1,34,17,"[14, 2, 20, 15]"
594,594.png,91,"[9, 1]",2,65,34,"[24, 8, 42, 31]"
595,595.png,13,"[1, 3]",2,50,24,"[20, 4, 31, 17]"
596,596.png,28,"[2, 8]",2,64,28,"[20, 2, 43, 25]"
597,597.png,102,"[1, 0, 2]",3,215,75,"[65, 16, 153, 61]"
598,598.png,683,"[6, 8, 3]",3,248,82,"[99, 14, 175, 75]"
599,599.png,31,"[3, 1]",2,113,53,"[37, 6, 76, 47]"
600,600.png,10,"[1, 0]",2,71,34,"[23, 6, 46, 31]"
601,601.png,26,"[2, 6]",2,121,61,"[45, 12, 81, 55]"
602,602.png,11,"[1, 1]",2,96,41,"[38, 1, 63, 39]"
603,603.png,23,"[2, 3]",2,51,20,"[16, 1, 35, 18]"
604,604.png,43,"[4, 3]",2,163,71,"[52, 12, 99, 57]"
605,605.png,234,"[2, 3, 4]",3,106,38,"[29, 8, 79, 30]"
606,606.png,296,"[2, 9, 6]",3,88,32,"[24, 1, 63, 27]"
607,607.png,83,"[8, 3]",2,82,38,"[24, 4, 54, 32]"
608,608.png,8,[8],1,75,40,"[31, 5, 48, 33]"
609,609.png,12,"[1, 2]",2,68,34,"[30, 9, 40, 27]"
610,610.png,220,"[2, 2, 0]",3,50,19,"[15, 1, 37, 19]"
611,611.png,2910,"[2, 9, 1, 0]",4,198,72,"[60, 11, 141, 60]"
612,612.png,49,"[4, 9]",2,271,125,"[93, 23, 180, 99]"
613,613.png,473,"[4, 7, 3]",3,60,28,"[31, 8, 56, 25]"
614,614.png,266,"[2, 6, 6]",3,215,70,"[86, 18, 148, 53]"
615,615.png,5,[5],1,63,30,"[26, 3, 36, 24]"
616,616.png,7,[7],1,119,60,"[45, 6, 75, 55]"
617,617.png,28,"[2, 8]",2,141,65,"[53, 18, 91, 50]"
618,618.png,326,"[3, 2, 6]",3,315,173,"[127, 55, 188, 101]"
619,619.png,3,[3],1,150,76,"[55, 6, 93, 62]"
620,620.png,46,"[4, 6]",2,193,84,"[65, 13, 125, 70]"
621,621.png,60,"[6, 0]",2,99,42,"[28, 1, 68, 38]"
622,622.png,33,"[3, 3]",2,60,32,"[21, 2, 39, 27]"
623,623.png,9,[9],1,266,115,"[133, 37, 168, 99]"
624,624.png,2118,"[2, 1, 1, 8]",4,138,48,"[40, 10, 97, 39]"
625,625.png,25,"[2, 5]",2,80,40,"[30, 5, 51, 37]"
626,626.png,658,"[6, 5, 8]",3,214,85,"[70, 12, 143, 71]"
627,627.png,24,"[2, 4]",2,94,45,"[32, 3, 63, 39]"
628,628.png,16,"[1, 6]",2,80,33,"[22, 1, 49, 27]"
629,629.png,234,"[2, 3, 4]",3,292,107,"[147, 23, 170, 48]"
630,630.png,8,[8],1,56,31,"[23, 5, 34, 25]"
631,631.png,19,"[1, 9]",2,176,79,"[59, 5, 114, 65]"
632,632.png,6,[6],1,69,27,"[26, 1, 42, 25]"
633,633.png,174,"[1, 7, 4]",3,90,41,"[32, 12, 59, 31]"
634,634.png,588,"[5, 8, 8]",3,169,65,"[63, 19, 119, 49]"
635,635.png,5,[5],1,78,34,"[32, 2, 46, 28]"
636,636.png,115,"[1, 1, 5]",3,39,16,"[13, 2, 28, 14]"
637,637.png,150,"[1, 5, 0]",3,88,38,"[26, 5, 60, 34]"
638,638.png,47,"[4, 7]",2,89,39,"[30, 5, 61, 34]"
639,639.png,45,"[4, 5]",2,151,75,"[52, 11, 96, 63]"
640,640.png,2,[2],1,77,39,"[28, 5, 47, 32]"
641,641.png,154,"[1, 5, 4]",3,110,52,"[38, 7, 74, 46]"
642,642.png,91,"[9, 1]",2,66,33,"[27, 4, 42, 30]"
643,643.png,150,"[1, 5, 0]",3,126,63,"[48, 8, 69, 49]"
644,644.png,47,"[4, 7]",2,235,111,"[88, 15, 142, 92]"
645,645.png,24,"[2, 4]",2,181,91,"[68, 15, 121, 80]"
646,646.png,41,"[4, 1]",2,297,130,"[92, 10, 209, 118]"
647,647.png,25,"[2, 5]",2,50,22,"[14, 2, 34, 20]"
648,648.png,40,"[4, 0]",2,159,77,"[58, 14, 100, 64]"
649,649.png,954,"[9, 5, 4]",3,216,79,"[59, 31, 117, 64]"
650,650.png,57,"[5, 7]",2,96,41,"[33, 5, 63, 35]"
651,651.png,53,"[5, 3]",2,84,41,"[32, 3, 51, 35]"
652,652.png,48,"[4, 8]",2,101,61,"[45, 5, 91, 48]"
653,653.png,1444,"[1, 4, 4, 4]",4,138,51,"[49, 13, 93, 40]"
654,654.png,646,"[6, 4, 6]",3,241,84,"[70, 6, 182, 77]"
655,655.png,56,"[5, 6]",2,402,128,"[198, 30, 279, 88]"
656,656.png,523,"[5, 2, 3]",3,131,55,"[54, 16, 85, 39]"
657,657.png,50,"[5, 0]",2,77,38,"[29, 4, 51, 31]"
658,658.png,250,"[2, 5, 0]",3,48,21,"[12, 1, 35, 19]"
659,659.png,8,[8],1,225,103,"[81, 16, 138, 78]"
660,660.png,242,"[2, 4, 2]",3,49,15,"[13, 2, 32, 14]"
661,661.png,87,"[8, 7]",2,119,78,"[7, 15, 59, 68]"
662,662.png,22,"[2, 2]",2,102,47,"[36, 5, 68, 44]"
663,663.png,425,"[4, 2, 5]",3,135,50,"[47, 13, 89, 36]"
664,664.png,534,"[5, 3, 4]",3,128,50,"[42, 3, 86, 43]"
665,665.png,164,"[1, 6, 4]",3,70,31,"[20, 1, 51, 28]"
666,666.png,18,"[1, 8]",2,171,80,"[55, 11, 110, 69]"
667,667.png,72,"[7, 2]",2,120,55,"[48, 10, 75, 47]"
668,668.png,36,"[3, 6]",2,58,26,"[19, 3, 37, 23]"
669,669.png,114,"[1, 1, 4]",3,109,47,"[32, 3, 74, 41]"
670,670.png,121,"[1, 2, 1]",3,80,38,"[31, 4, 54, 32]"
671,671.png,119,"[1, 1, 9]",3,146,65,"[54, 12, 91, 53]"
672,672.png,33,"[3, 3]",2,52,21,"[18, 1, 36, 20]"
673,673.png,55,"[5, 5]",2,81,35,"[26, 1, 53, 33]"
674,674.png,15,"[1, 5]",2,75,32,"[27, 3, 50, 28]"
675,675.png,36,"[3, 6]",2,122,53,"[36, 3, 89, 50]"
676,676.png,162,"[1, 6, 2]",3,231,91,"[59, 13, 161, 76]"
677,677.png,63,"[6, 3]",2,63,27,"[22, 1, 41, 21]"
678,678.png,114,"[1, 1, 4]",3,147,66,"[48, 7, 95, 53]"
679,679.png,10,"[1, 0]",2,113,58,"[42, 8, 72, 49]"
680,680.png,115,"[1, 1, 5]",3,97,40,"[35, 10, 60, 31]"
681,681.png,7,[7],1,98,78,"[8, 7, 34, 66]"
682,682.png,49,"[4, 9]",2,59,31,"[21, 4, 39, 29]"
683,683.png,1,[1],1,77,40,"[32, 5, 47, 36]"
684,684.png,25,"[2, 5]",2,104,52,"[39, 7, 65, 46]"
685,685.png,21,"[2, 1]",2,61,26,"[19, 1, 41, 22]"
686,686.png,154,"[1, 5, 4]",3,165,75,"[50, 10, 102, 61]"
687,687.png,11,"[1, 1]",2,50,23,"[22, 7, 32, 20]"
688,688.png,15,"[1, 5]",2,131,63,"[47, 9, 85, 56]"
689,689.png,713,"[7, 1, 3]",3,395,139,"[217, 35, 293, 122]"
690,690.png,198,"[1, 9, 8]",3,100,39,"[29, 4, 70, 33]"
691,691.png,55,"[5, 5]",2,79,37,"[24, 1, 57, 38]"
692,692.png,35,"[3, 5]",2,136,56,"[46, 10, 91, 49]"
693,693.png,22,"[2, 2]",2,229,101,"[72, 9, 156, 95]"
694,694.png,72,"[7, 2]",2,78,38,"[27, 1, 52, 34]"
695,695.png,58,"[5, 8]",2,68,32,"[27, 5, 44, 27]"
696,696.png,19,"[1, 9]",2,117,44,"[48, 9, 79, 35]"
697,697.png,17,"[1, 7]",2,220,105,"[67, 9, 143, 104]"
698,698.png,1044,"[1, 0, 4, 4]",4,346,133,"[131, 47, 189, 89]"
699,699.png,98,"[9, 8]",2,99,45,"[38, 9, 60, 37]"
700,700.png,1,[1],1,90,49,"[46, 13, 55, 40]"
701,701.png,1,[1],1,86,49,"[38, 5, 50, 42]"
702,702.png,7,[7],1,67,35,"[29, 3, 41, 34]"
703,703.png,53,"[5, 3]",2,99,41,"[31, 3, 71, 33]"
704,704.png,48,"[0, 4, 8]",3,101,54,"[29, 4, 63, 45]"
705,705.png,29,"[2, 9]",2,62,29,"[21, 4, 43, 26]"
706,706.png,204,"[2, 0, 4]",3,67,27,"[20, 1, 43, 22]"
707,707.png,90,"[9, 0]",2,112,49,"[48, 12, 78, 40]"
708,708.png,250,"[2, 5, 0]",3,302,112,"[99, 23, 198, 93]"
709,709.png,161,"[1, 6, 1]",3,223,97,"[82, 19, 142, 77]"
710,710.png,0,"[0, 0]",2,248,105,"[104, 44, 156, 89]"
711,711.png,7,[7],1,123,48,"[31, 4, 61, 46]"
712,712.png,4,[4],1,132,67,"[49, 8, 79, 55]"
713,713.png,48,"[4, 8]",2,47,20,"[16, 1, 29, 17]"
714,714.png,30,"[3, 0]",2,199,82,"[80, 19, 127, 62]"
715,715.png,29,"[2, 9]",2,59,33,"[21, 9, 34, 24]"
716,716.png,51,"[5, 1]",2,53,27,"[19, 4, 33, 22]"
717,717.png,2,[2],1,79,35,"[28, 8, 41, 32]"
718,718.png,385,"[3, 8, 5]",3,300,120,"[120, 34, 195, 83]"
719,719.png,72,"[7, 2]",2,63,27,"[25, 8, 40, 23]"
720,720.png,4,[4],1,80,40,"[32, 6, 50, 35]"
721,721.png,3,[3],1,93,49,"[37, 3, 57, 41]"
722,722.png,437,"[4, 3, 7]",3,184,78,"[66, 19, 102, 55]"
723,723.png,16,"[1, 6]",2,60,26,"[22, 3, 35, 19]"
724,724.png,27,"[2, 7]",2,238,201,"[-1, 57, 86, 168]"
725,725.png,158,"[1, 5, 8]",3,83,41,"[32, 9, 53, 36]"
726,726.png,68,"[6, 8]",2,261,174,"[136, 49, 229, 134]"
727,727.png,114,"[1, 1, 4]",3,75,31,"[21, 1, 54, 29]"
728,728.png,9,[9],1,42,35,"[3, 7, 11, 25]"
729,729.png,18,"[1, 8]",2,169,68,"[58, 15, 97, 52]"
730,730.png,264,"[2, 6, 4]",3,173,63,"[60, 8, 117, 52]"
731,731.png,2267,"[2, 2, 6, 7]",4,93,31,"[22, 1, 72, 27]"
732,732.png,13,"[1, 3]",2,109,48,"[36, 6, 73, 43]"
733,733.png,56,"[5, 6]",2,153,70,"[47, 9, 108, 64]"
734,734.png,4,[4],1,41,21,"[17, 1, 27, 19]"
735,735.png,73,"[7, 3]",2,118,55,"[44, 6, 73, 45]"
736,736.png,163,"[1, 6, 3]",3,73,26,"[19, 3, 51, 22]"
737,737.png,24,"[2, 4]",2,101,50,"[39, 10, 64, 46]"
738,738.png,67,"[6, 7]",2,246,117,"[83, 20, 158, 104]"
739,739.png,85,"[8, 5]",2,155,72,"[60, 12, 99, 56]"
740,740.png,81,"[8, 1]",2,41,21,"[13, 2, 27, 18]"
741,741.png,92,"[9, 2]",2,82,47,"[42, 16, 66, 40]"
742,742.png,355,"[3, 5, 5]",3,73,38,"[26, 7, 47, 32]"
743,743.png,1,[1],1,49,25,"[20, 2, 24, 21]"
744,744.png,36,"[3, 6]",2,115,53,"[35, 9, 74, 47]"
745,745.png,15,"[1, 5]",2,147,68,"[49, 7, 101, 65]"
746,746.png,72,"[7, 2]",2,48,20,"[15, 2, 32, 18]"
747,747.png,44,"[4, 4]",2,129,63,"[47, 5, 84, 59]"
748,748.png,10,"[1, 0]",2,259,104,"[102, 37, 144, 72]"
749,749.png,6000,"[6, 0, 0, 0]",4,374,107,"[148, 20, 243, 61]"
